Mod:Item:MetaData, Localized Name
tconstruct:large_sword_blade:0, Diamatine Large Sword Blade
tconstruct:large_sword_blade:0, Restonia Large Sword Blade
tconstruct:large_sword_blade:0, Osgloglas Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Mica Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Refined Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Alumite Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Refined Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Palis Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Black Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Void Large Sword Blade
tconstruct:large_sword_blade:0, Enori Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Large Sword Blade
tconstruct:large_sword_blade:0, Emerald Large Sword Blade
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Litherite Hammer Head
tconstruct:hammer_head:0, Erodium Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Osmium Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Osmiridium Hammer Head
tconstruct:hammer_head:0, Desh Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Emeradic Hammer Head
tconstruct:hammer_head:0, Diamatine Hammer Head
tconstruct:hammer_head:0, Restonia Hammer Head
tconstruct:hammer_head:0, Osgloglas Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Mica Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Refined Obsidian Hammer Head
tconstruct:hammer_head:0, Alumite Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Refined Glowstone Hammer Head
tconstruct:hammer_head:0, Palis Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Black Quartz Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Void Hammer Head
tconstruct:hammer_head:0, Enori Hammer Head
tconstruct:hammer_head:0, Wyvern Hammer Head
tconstruct:hammer_head:0, Awakened Hammer Head
tconstruct:hammer_head:0, Chaotic Hammer Head
tconstruct:hammer_head:0, Emerald Hammer Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Treated Wood Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:excavator_head:0, Plastic Excavator Head
tconstruct:excavator_head:0, Pink Slime Excavator Head
tconstruct:excavator_head:0, Litherite Excavator Head
tconstruct:excavator_head:0, Erodium Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Osmium Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Osmiridium Excavator Head
tconstruct:excavator_head:0, Desh Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Emeradic Excavator Head
tconstruct:excavator_head:0, Diamatine Excavator Head
tconstruct:excavator_head:0, Restonia Excavator Head
tconstruct:excavator_head:0, Osgloglas Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Mica Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Refined Obsidian Excavator Head
tconstruct:excavator_head:0, Alumite Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Refined Glowstone Excavator Head
tconstruct:excavator_head:0, Palis Excavator Head
tconstruct:excavator_head:0, Nickel Excavator Head
tconstruct:excavator_head:0, Black Quartz Excavator Head
tconstruct:excavator_head:0, Signalum Excavator Head
tconstruct:excavator_head:0, Void Excavator Head
tconstruct:excavator_head:0, Enori Excavator Head
tconstruct:excavator_head:0, Wyvern Excavator Head
tconstruct:excavator_head:0, Awakened Excavator Head
tconstruct:excavator_head:0, Chaotic Excavator Head
tconstruct:excavator_head:0, Emerald Excavator Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Treated Wood Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Plastic Kama Head
tconstruct:kama_head:0, Pink Slime Kama Head
tconstruct:kama_head:0, Litherite Kama Head
tconstruct:kama_head:0, Erodium Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Osmium Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Osmiridium Kama Head
tconstruct:kama_head:0, Desh Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Emeradic Kama Head
tconstruct:kama_head:0, Diamatine Kama Head
tconstruct:kama_head:0, Restonia Kama Head
tconstruct:kama_head:0, Osgloglas Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Mica Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Refined Obsidian Kama Head
tconstruct:kama_head:0, Alumite Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Refined Glowstone Kama Head
tconstruct:kama_head:0, Palis Kama Head
tconstruct:kama_head:0, Nickel Kama Head
tconstruct:kama_head:0, Black Quartz Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Void Kama Head
tconstruct:kama_head:0, Enori Kama Head
tconstruct:kama_head:0, Wyvern Kama Head
tconstruct:kama_head:0, Awakened Kama Head
tconstruct:kama_head:0, Chaotic Kama Head
tconstruct:kama_head:0, Emerald Kama Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Treated Wood Scythe Head
tconstruct:scythe_head:0, Constantan Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
tconstruct:scythe_head:0, Enchanted Scythe Head
tconstruct:scythe_head:0, Demonic Scythe Head
tconstruct:scythe_head:0, Plastic Scythe Head
tconstruct:scythe_head:0, Pink Slime Scythe Head
tconstruct:scythe_head:0, Litherite Scythe Head
tconstruct:scythe_head:0, Erodium Scythe Head
tconstruct:scythe_head:0, Enderium Scythe Head
tconstruct:scythe_head:0, Osmium Scythe Head
tconstruct:scythe_head:0, Invar Scythe Head
tconstruct:scythe_head:0, Fluix Crystal Scythe Head
tconstruct:scythe_head:0, Osmiridium Scythe Head
tconstruct:scythe_head:0, Desh Scythe Head
tconstruct:scythe_head:0, Lumium Scythe Head
tconstruct:scythe_head:0, Emeradic Scythe Head
tconstruct:scythe_head:0, Diamatine Scythe Head
tconstruct:scythe_head:0, Restonia Scythe Head
tconstruct:scythe_head:0, Osgloglas Scythe Head
tconstruct:scythe_head:0, Platinum Scythe Head
tconstruct:scythe_head:0, Mica Scythe Head
tconstruct:scythe_head:0, Certus Quartz Scythe Head
tconstruct:scythe_head:0, Refined Obsidian Scythe Head
tconstruct:scythe_head:0, Alumite Scythe Head
tconstruct:scythe_head:0, Iridium Scythe Head
tconstruct:scythe_head:0, Refined Glowstone Scythe Head
tconstruct:scythe_head:0, Palis Scythe Head
tconstruct:scythe_head:0, Nickel Scythe Head
tconstruct:scythe_head:0, Black Quartz Scythe Head
tconstruct:scythe_head:0, Signalum Scythe Head
tconstruct:scythe_head:0, Void Scythe Head
tconstruct:scythe_head:0, Enori Scythe Head
tconstruct:scythe_head:0, Wyvern Scythe Head
tconstruct:scythe_head:0, Awakened Scythe Head
tconstruct:scythe_head:0, Chaotic Scythe Head
tconstruct:scythe_head:0, Emerald Scythe Head
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Treated Wood Pan
tconstruct:pan_head:0, Constantan Pan
tconstruct:pan_head:0, Magical Wooden Pan
tconstruct:pan_head:0, Evil Infused Pan
tconstruct:pan_head:0, Enchanted Pan
tconstruct:pan_head:0, Demonic Pan
tconstruct:pan_head:0, Plastic Pan
tconstruct:pan_head:0, Pink Slime Pan
tconstruct:pan_head:0, Litherite Pan
tconstruct:pan_head:0, Erodium Pan
tconstruct:pan_head:0, Enderium Pan
tconstruct:pan_head:0, Osmium Pan
tconstruct:pan_head:0, Invar Pan
tconstruct:pan_head:0, Fluix Crystal Pan
tconstruct:pan_head:0, Osmiridium Pan
tconstruct:pan_head:0, Desh Pan
tconstruct:pan_head:0, Lumium Pan
tconstruct:pan_head:0, Emeradic Pan
tconstruct:pan_head:0, Diamatine Pan
tconstruct:pan_head:0, Restonia Pan
tconstruct:pan_head:0, Osgloglas Pan
tconstruct:pan_head:0, Platinum Pan
tconstruct:pan_head:0, Mica Pan
tconstruct:pan_head:0, Certus Quartz Pan
tconstruct:pan_head:0, Refined Obsidian Pan
tconstruct:pan_head:0, Alumite Pan
tconstruct:pan_head:0, Iridium Pan
tconstruct:pan_head:0, Refined Glowstone Pan
tconstruct:pan_head:0, Palis Pan
tconstruct:pan_head:0, Nickel Pan
tconstruct:pan_head:0, Black Quartz Pan
tconstruct:pan_head:0, Signalum Pan
tconstruct:pan_head:0, Void Pan
tconstruct:pan_head:0, Enori Pan
tconstruct:pan_head:0, Wyvern Pan
tconstruct:pan_head:0, Awakened Pan
tconstruct:pan_head:0, Chaotic Pan
tconstruct:pan_head:0, Emerald Pan
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Treated Wood Sign Plate
tconstruct:sign_head:0, Constantan Sign Plate
tconstruct:sign_head:0, Magical Wooden Sign Plate
tconstruct:sign_head:0, Evil Infused Sign Plate
tconstruct:sign_head:0, Enchanted Sign Plate
tconstruct:sign_head:0, Demonic Sign Plate
tconstruct:sign_head:0, Plastic Sign Plate
tconstruct:sign_head:0, Pink Slime Sign Plate
tconstruct:sign_head:0, Litherite Sign Plate
tconstruct:sign_head:0, Erodium Sign Plate
tconstruct:sign_head:0, Enderium Sign Plate
tconstruct:sign_head:0, Osmium Sign Plate
tconstruct:sign_head:0, Invar Sign Plate
tconstruct:sign_head:0, Fluix Crystal Sign Plate
tconstruct:sign_head:0, Osmiridium Sign Plate
tconstruct:sign_head:0, Desh Sign Plate
tconstruct:sign_head:0, Lumium Sign Plate
tconstruct:sign_head:0, Emeradic Sign Plate
tconstruct:sign_head:0, Diamatine Sign Plate
tconstruct:sign_head:0, Restonia Sign Plate
tconstruct:sign_head:0, Osgloglas Sign Plate
tconstruct:sign_head:0, Platinum Sign Plate
tconstruct:sign_head:0, Mica Sign Plate
tconstruct:sign_head:0, Certus Quartz Sign Plate
tconstruct:sign_head:0, Refined Obsidian Sign Plate
tconstruct:sign_head:0, Alumite Sign Plate
tconstruct:sign_head:0, Iridium Sign Plate
tconstruct:sign_head:0, Refined Glowstone Sign Plate
tconstruct:sign_head:0, Palis Sign Plate
tconstruct:sign_head:0, Nickel Sign Plate
tconstruct:sign_head:0, Black Quartz Sign Plate
tconstruct:sign_head:0, Signalum Sign Plate
tconstruct:sign_head:0, Void Sign Plate
tconstruct:sign_head:0, Enori Sign Plate
tconstruct:sign_head:0, Wyvern Sign Plate
tconstruct:sign_head:0, Awakened Sign Plate
tconstruct:sign_head:0, Chaotic Sign Plate
tconstruct:sign_head:0, Emerald Sign Plate
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Treated Wood Tool Rod
